Unnamed: 0,comp_name,job_addr,job_link,job_posted,job_srch,job_title,job_type
6479,BJ's Restaurant and Brewhouse,"Fort Collins, CO 80525",http://www.indeed.com/rc/clk?jk=30e69991ee7765a7&fccid=c1f9bad50073da66&vjs=3,2018-06-02,General Labor,Dishwasher Service Support,Restaurant/Bar
6480,Coors Distributing Company,"Denver, CO 80221",http://www.indeed.com/rc/clk?jk=e5aeb04f0ac2f6e5&fccid=5e8e72b76f3429c8&vjs=3,2018-06-02,General Labor,Liquor Store Merchandiser,Retail
6481,IKEA Home Furnishings,"Centennial, CO",http://www.indeed.com/company/IKEA-Centennial-Denver/jobs/Food-Service-Worker-Cashier-efc63e5884feb871?fccid=8f6b2a91079e9963&vjs=3,2018-06-02,General Labor,Food Service Co-Worker and Cashier,Retail
6482,BJ's Restaurant and Brewhouse,"Fort Collins, CO 80525",http://www.indeed.com/rc/clk?jk=1d91dc919f3d7095&fccid=c1f9bad50073da66&vjs=3,2018-06-02,General Labor,Take Out Service Support,Other
6483,Bartaco | Barteca Restaurant Group,"Boulder, CO 80302",http://www.indeed.com/rc/clk?jk=d7cdc1d8c6b01536&fccid=9b7497c8df9d3efa&vjs=3,2018-06-02,General Labor,Steward,Other
6484,Wing Shack Enterprises Inc.,"Greeley, CO",http://www.indeed.com/company/Wing-Shack-Enterprises-Inc./jobs/Wing-Shack-General-Manager-6f95cb52ede7f944?fccid=778cadbef395b88b&vjs=3,2018-06-02,General Labor,Wing Shack General Manager,Manager
6485,Colorado Department of Human Services,"Denver, CO 80236",http://www.indeed.com/company/Colorado-Department-of-Human-Services/jobs/Food-Service-State-Colorado-1c67afa615b929f7?fccid=36bbabf296fb38fa&vjs=3,2018-06-02,General Labor,Food Services State of Colorado- Material Handler I,Restaurant/Bar
6486,Sample Supports LLC,"Longmont, CO 80501",http://www.indeed.com/rc/clk?jk=f03f93a58512ed3f&fccid=34c5334b1e734fc7&vjs=3,2018-06-02,General Labor,Experienced Servers Needed!,Restaurant/Bar
6487,Sam's Club #4777,"Denver, CO 80238 (Capitol Hill area)",http://www.indeed.com/rc/clk?cmp=Sam%27s-Club-%234777&ti=Freezer+Cooler+Deli+Associate&jk=23de98f0f17b749b&fccid=37374748386bb055&vjs=3,2018-06-02,General Labor,Freezer/Cooler/Deli Associate,Restaurant/Bar
6488,Ultreia Denver,"Denver, CO 80202 (Lodo area)",http://www.indeed.com/company/Ultreia-Denver/jobs/Ultreia-M-Cook-e1da79b7fb7d159a?fccid=233978f9d8a4c104&vjs=3,2018-06-02,General Labor,ULTREIA IS HIRING AN A.M. COOK!,Restaurant/Bar
6489,Biscuits and Berries at Auraria,"Denver, CO 80204 (Central West Denver area)",http://www.indeed.com/company/Biscuits-and-Berries-at-Auraria/jobs/Dishwasher-Prep-Cook-de9b01663b3ab2e0?fccid=6186cbf5dff51b2b&vjs=3,2018-06-02,General Labor,Dishwasher and Prep Cook,Customer Service
6490,Big Thompson Conservation District,"Fort Collins, CO",http://www.indeed.com/company/Big-Thompson-Conservation-District/jobs/Soil-Health-Coordinator-dbf34ff2142deb16?fccid=627fdef195763582&vjs=3,2018-06-02,General Labor,Soil Health Coordinator,Trade/Technician
6491,SCHWAN'S,"Denver, CO",http://www.indeed.com/rc/clk?jk=f3d967d147b366c6&fccid=edb2ec8e0dafc77b&vjs=3,2018-06-02,General Labor,"DOT Warehouse Associate ($16/hr, 30-35 hours/wk)",Warehouse
6492,Egg & I,"Longmont, CO 80501",http://www.indeed.com/company/Egg-&-I/jobs/Kitchen-Manager-f44209cfc8461d0e?fccid=fabb7a8db7403651&vjs=3,2018-06-02,General Labor,"Kitchen manager, line cook",Restaurant/Bar
6493,"Homewood Suites by Hilton, Denver International Ai...","Denver, CO",http://www.indeed.com/company/Homewood-Suites-Denver-International-Airport/jobs/Evening-Food-Beverage-Attendant-d931d36988290765?fccid=8fa0fdb5ba283831&vjs=3,2018-06-02,General Labor,Evening Food & Beverage Attendant,Restaurant/Bar
6494,Woodridge Terrace Nursing and Rehabilitation,"Commerce City, CO 80022",http://www.indeed.com/rc/clk?jk=98c38cd63bd1b391&fccid=b33fbe5c86c735c5&vjs=3,2018-06-03,General Labor,Certified Nurse Aide (CNA) Sign On Bonus!,Medical/Healthcare
6495,US Foods,"Centennial, CO",http://www.indeed.com/rc/clk?jk=817c903d31e19d39&fccid=ed01b5fdd54d798c&vjs=3,2018-06-03,General Labor,Building Maintenance Technician,Trade/Technician
6496,Woodridge Terrace Nursing and Rehabilitation,"Commerce City, CO 80022",http://www.indeed.com/rc/clk?jk=af76b968fe268b4d&fccid=b33fbe5c86c735c5&vjs=3,2018-06-03,General Labor,Certified Nurse Aide (CNA),Medical/Healthcare
6497,WALGREENS,"Colorado Springs, CO",http://www.indeed.com/rc/clk?jk=222c6679fc69d6e5&fccid=fefd75f5326e1589&vjs=3,2018-06-03,General Labor,ASSISTANT STORE MANAGER TRAINEE,Retail
6498,Qdoba,"Aurora, CO 80014 (Heather Gardens area)",http://www.indeed.com/rc/clk?jk=a31edc4f866607c7&fccid=688ad0e987cf4d7f&vjs=3,2018-06-03,General Labor,Restaurant Team Leader,Laborer
6499,VI Living,"Highlands Ranch, CO 80126",http://www.indeed.com/rc/clk?jk=2f8ac470822784b7&fccid=2d9210c22ee7be2c&vjs=3,2018-06-03,General Labor,Lead Server,Laborer
6500,The Summit InterQuest,"Colorado Springs, CO 80921",http://www.indeed.com/company/The-Summit-InterQuest/jobs/Bartender-74c7962609971dcd?fccid=a188ea6ba0b8f238&vjs=3,2018-06-03,General Labor,Bartender,Restaurant/Bar
6501,Taco Bell | Colomex,"Woodland Park, CO 80863",http://www.indeed.com/rc/clk?jk=62120e8e911533fb&fccid=48bff0d746a25b99&vjs=3,2018-06-03,General Labor,General Manager,Manager
6502,VISTAR,"Denver, CO",http://www.indeed.com/rc/clk?jk=673b6011ffc1ad7d&fccid=f0b004ca2c3e9a76&vjs=3,2018-06-03,General Labor,Class A CDL Delivery Driver $5000 sign on bonus,Driver/Transportation
6503,Victory Packaging,"Aurora, CO 80011 (Norfolk Glen area)",http://www.indeed.com/rc/clk?jk=9324ccff9d73a42b&fccid=8fe772292e7b294b&vjs=3,2018-05-26,General Labor,Warehouse Operator,Manufacturing
6504,FedEx Express,"Greeley, CO",http://www.indeed.com/rc/clk?jk=819ce995457b58e3&fccid=5c439b65a0bd045b&vjs=3,2018-05-24,General Labor,"Courier-Driver/Greeley, CO/Part-Time/$17.95 per hr MO 5:45am to 9:45am, TU thru FR 7:15am to 11am",Driver/Transportation
6505,Denver Public Schools,"Denver, CO",http://www.indeed.com/rc/clk?jk=46ada4582591bc2e&fccid=edd6757e2758ac76&vjs=3,2018-05-27,General Labor,CREW CHIEF II,Laborer
6506,Real Property Management Colorado,"Denver, CO 80231",http://www.indeed.com/company/Real-Property-Management-Colorado/jobs/Customer-Service-Representative-7753216724fd378a?fccid=7e3b9b33a0820a46&vjs=3,2018-05-27,General Labor,Customer Service Representative,Customer Service
6507,Denver Public Schools,"Denver, CO",http://www.indeed.com/rc/clk?jk=a9805c023aef72ec&fccid=edd6757e2758ac76&vjs=3,2018-05-27,General Labor,DEPUTY GENERAL COUNSEL,Other
6508,Belmar Integrated Logistics,"Boulder, CO",http://www.indeed.com/rc/clk?jk=7254189c17bdf589&fccid=37c221b77f30963e&vjs=3,2018-05-23,General Labor,$16.32/HR Warehouse Forklift Operators Denver,Manufacturing
6509,Citywide Staffing,"Denver, CO",http://www.indeed.com/company/Citywide-Staffing/jobs/Labor-Worker-b0667cb4c93526b7?fccid=92613ff2de62416e&vjs=3,2018-05-27,General Labor,Labor Worker,Laborer
6510,Complete Energy Services,"Platteville, CO",http://www.indeed.com/rc/clk?jk=cd07118df8017fb6&fccid=9d4ae20606c376f0&vjs=3,2018-05-25,General Labor,A&W Water Yard Hand,Laborer
6511,"Superior Energy Services, Inc","Platteville, CO",http://www.indeed.com/rc/clk?jk=d0f672df444628e5&fccid=0cf065f2354a059a&vjs=3,2018-05-25,General Labor,A&W Water Yard Hand,Laborer
6512,Citywide Staffing,"Denver, CO",http://www.indeed.com/company/Citywide-Staffing/jobs/Warehouse-Clerk-67cfc81dc80a9066?fccid=92613ff2de62416e&vjs=3,2018-05-26,General Labor,Warehouse Clerk,Warehouse
6513,SPEC PERSONNEL,"Loveland, CO",http://www.indeed.com/company/Spec-Personnel/jobs/Warehouse-Associate-6b9e9dba449d7ad2?fccid=2b4325d08a770886&vjs=3,2018-05-26,General Labor,Warehouse Associate,Warehouse
6514,BWGS,"Denver, CO 80238 (Capitol Hill area)",http://www.indeed.com/rc/clk?jk=b3650d1a8182c088&fccid=869c54a83ca82c09&vjs=3,2018-05-26,General Labor,Warehouse Lead,Laborer
6515,Victory Packaging,"Aurora, CO 80011 (Norfolk Glen area)",http://www.indeed.com/rc/clk?jk=9324ccff9d73a42b&fccid=8fe772292e7b294b&vjs=3,2018-05-26,General Labor,Warehouse Operator,Manufacturing
6516,The Employment Firm,"Denver, CO 80246 (Southeastern Denver area)",http://www.indeed.com/company/The-Employment-Firm/jobs/Warehouse-Professional-7feec831de24b472?fccid=a2a092ec041f6ad8&vjs=3,2018-05-26,General Labor,Warehouse Professional,Warehouse
6517,Citywide Staffing,"Denver, CO",http://www.indeed.com/company/Citywide-Staffing/jobs/Warehouse-Inventory-Shipping-Receiving-Reach-Truck-4e1e30a19b2cee0d?fccid=92613ff2de62416e&vjs=3,2018-05-23,General Labor,Warehouse Inventory/Shipping Receiving/Reach Truck 7am,Warehouse
6518,American Furniture Warehouse,"Centennial, CO 80122",http://www.indeed.com/rc/clk?jk=b394cf800cb7e7a8&fccid=cb41a35a2c07c2fa&vjs=3,2018-05-26,General Labor,Warehouse Associate Centennial- 27,Warehouse
6519,Veolia,"Henderson, CO",http://www.indeed.com/rc/clk?jk=9f8db8903f9531d9&fccid=28ee277926be0542&vjs=3,2018-05-23,General Labor,Material Handler 1,Manufacturing
6520,ESI,"Longmont, CO 80501",http://www.indeed.com/rc/clk?jk=2b09dbf822777e60&fccid=1073f0122c624d0b&vjs=3,2018-05-27,General Labor,Pick/Pack,Other
6521,Justice Trucking,"Kersey, CO",http://www.indeed.com/company/Justice-Trucking/jobs/CDL-Class-Driver-70cc4af9d2aab5ca?fccid=0a6be962f886ab4d&vjs=3,2018-06-02,General Labor,CDL Class A Driver Be home every night PLUS Weekends,Driver/Transportation
6522,State of Colorado Job Opportunities,"Golden, CO",http://www.indeed.com/rc/clk?jk=a5c7bfca685f4064&fccid=7cd7119315ca0934&vjs=3,2018-06-02,General Labor,Electrical Trades II,Trade/Technician
6523,AP Construction,"Aurora, CO 80011 (Norfolk Glen area)",http://www.indeed.com/rc/clk?jk=41ba16186575ee1e&fccid=55527f4f16e2f9ad&vjs=3,2018-06-02,General Labor,Assistant Superintendent,Other
6524,Titan Machinery,"Henderson, CO",http://www.indeed.com/rc/clk?jk=93a7df5d330bc502&fccid=97c8387dca158a59&vjs=3,2018-06-02,General Labor,Parts Support,Other
6525,HKA Enterprises,"Golden, CO",http://www.indeed.com/rc/clk?jk=70cf983e523da9b2&fccid=47f7f623382908f8&vjs=3,2018-06-02,General Labor,General Labor,Laborer
6526,"Wilson & Company, Inc., Engineers & Architects","Denver, CO",http://www.indeed.com/rc/clk?jk=0d8f70ceee0c7b1c&fccid=320caae2ff457e23&vjs=3,2018-06-02,General Labor,Civil Engineer,Engineer
6527,MCPHERSON ARCHITECTURE,"Denver, CO 80202 (Lodo area)",http://www.indeed.com/company/McPherson-Architecture/jobs/Architect-789c192452e03193?fccid=4087c3137e976b91&vjs=3,2018-06-02,General Labor,ARCHITECT / JOB CAPTAIN,Legal/Architect
6528,City and County of Denver,"Denver, CO 80204 (Central West Denver area)",http://www.indeed.com/rc/clk?jk=d96c081bab7b82b8&fccid=20f730f4f3d57604&vjs=3,2018-06-02,General Labor,Senior Engineering Associate (Fire Prevention),Engineer
6529,RETS Associates,"Denver, CO",http://www.indeed.com/rc/clk?jk=ed0c193aca74f317&fccid=c6e92c8eef4a5581&vjs=3,2018-06-02,General Labor,"Executive Vice President, Operations",Laborer
6530,"United Employment Associates, LLC","Denver, CO","http://www.indeed.com/company/United-Employment-Associates,-LLC/jobs/Concrete-Paving-Project-Manager-Estimator-97a683317755a846?fccid=4a450230eaf46a13&vjs=3",2018-06-02,General Labor,Concrete Paving Project Manager/Estimator,Manager
6531,T&H Services,"Colorado Springs, CO",http://www.indeed.com/rc/clk?jk=a2318c77b804f76c&fccid=9766088fb0b87454&vjs=3,2018-06-02,General Labor,Seasonal Grounds Temp,Laborer
6532,Simon Property Group,"Thornton, CO",http://www.indeed.com/rc/clk?jk=3d55a6a5eb092bcc&fccid=eb4ae6f45d2f0261&vjs=3,2018-06-02,General Labor,Operations Director III,Laborer
6533,Mr. Rooter Plumbing Of Northern Colorado,"Frederick, CO",http://www.indeed.com/rc/clk?jk=fca4bf68c0aa1ed9&fccid=7ae49d49d0b2e6d4&vjs=3,2018-06-02,General Labor,Customer Service Representative,Customer Service
6534,"Schnitzer West, LLC","Denver, CO 80210 (University area)","http://www.indeed.com/company/Schnitzer-West,-LLC/jobs/Real-Estate-Assistant-72b1ea176cb0cd19?fccid=7e66bd77337143d8&vjs=3",2018-06-02,General Labor,Real Estate Assistant,Other
6535,Cabin Works,"Granby, CO",http://www.indeed.com/company/Cabin-Works/jobs/Painter-7c077662d97175fb?fccid=26aaffb2d7336824&vjs=3,2018-06-02,General Labor,Painters,Contractor
6536,Done Plumbing and Heating,"Aurora, CO",http://www.indeed.com/rc/clk?jk=2f62cbea5bc34d55&fccid=0c029957867967d2&vjs=3,2018-06-02,General Labor,Drain Tech,Trade/Technician
6537,Corporate Management Group,"Erie, CO 80516",http://www.indeed.com/rc/clk?jk=bb63fccdfc4fcb2f&fccid=2857f22b93b8a764&vjs=3,2018-06-02,General Labor,Production Worker,Manufacturing
6538,HOLLAND AMERICA-PRINCESS,"Cheyenne, WY",http://www.indeed.com/company/Holland-America-Line/jobs/Maintenance-Assistant-b6a0f62592f7e40c?fccid=ee9f2be7809d9ec7&vjs=3,2018-06-02,General Labor,Maintenance Assistant,Maintenance
6539,Upserve,"Denver, CO",http://www.indeed.com/rc/clk?jk=105038df6a010962&fccid=34393fff8fa8f798&vjs=3,2018-06-02,General Labor,"Customer Support Specialist, Tier 1 Second Shift",Retail
6540,Bartaco | Barteca Restaurant Group,"Boulder, CO 80302",http://www.indeed.com/rc/clk?jk=f62bc2357e60a6c4&fccid=9b7497c8df9d3efa&vjs=3,2018-06-02,General Labor,Food Runner,Restaurant/Bar
6541,IKEA Home Furnishings,"Centennial, CO",http://www.indeed.com/company/IKEA-Centennial-Denver/jobs/Food-Service-Worker-Cashier-efc63e5884feb871?fccid=8f6b2a91079e9963&vjs=3,2018-06-02,General Labor,Food Service Co-Worker and Cashier,Retail
6542,HOLLAND AMERICA-PRINCESS,"Cheyenne, WY",http://www.indeed.com/company/Holland-America-Line/jobs/Server-c73ab7e692c39ab1?fccid=ee9f2be7809d9ec7&vjs=3,2018-06-02,General Labor,Server,Restaurant/Bar
6543,Hyatt,"Denver, CO",http://www.indeed.com/rc/clk?jk=eb277f28ceb22855&fccid=b385273868d506a9&vjs=3,2018-06-02,General Labor,Perks Barista AM Shift,Retail
6544,Nova Catering,"Commerce City, CO",http://www.indeed.com/company/Nova-Catering/jobs/Office-Manager-c85f421e5e03bdff?fccid=0a92f073c115a639&vjs=3,2018-06-02,General Labor,Office Manager,Admin and Office
6545,Biscuits and Berries at Auraria,"Denver, CO 80204 (Central West Denver area)",http://www.indeed.com/company/Biscuits-and-Berries-at-Auraria/jobs/Cashier-Server-d186e5fc2e981983?fccid=6186cbf5dff51b2b&vjs=3,2018-06-02,General Labor,Cashier/Server,Retail
6546,Corinne + 54Thirty Rooftop,"Denver, CO",http://www.indeed.com/rc/clk?jk=b4db6f0e7f3b6761&fccid=cd135b2ec021b02d&vjs=3,2018-06-02,General Labor,Seasonal 54Thirty Cocktail Servers,Restaurant/Bar
6547,Snarfs Management,"Denver, CO",http://www.indeed.com/rc/clk?jk=1d2aeacc06818c74&fccid=785a676f51fd646c&vjs=3,2018-06-02,General Labor,Rookie,Other
6548,MorningStar Assisted Living and Memory Care,"Boulder, CO 80305 (Central Boulder area)",http://www.indeed.com/company/MorningStar-Senior-Living-of-Boulder/jobs/Dining-Room-Server-128e7e695a07605a?fccid=8ac04c41953a8811&vjs=3,2018-06-02,General Labor,Dining Room Server,Restaurant/Bar
6549,Radisson Hotel Denver Central,"Denver, CO 80216 (Northern Denver area)",http://www.indeed.com/company/Ramada-Hotel-&-Suites/jobs/Breakfast-Hostess-c016a5135cb79e5b?fccid=52683792656c583e&vjs=3,2018-06-02,General Labor,Breakfast Hostess,Restaurant/Bar
6550,"Burger King | Nor-Mar, Inc.","Wellington, CO 80549",http://www.indeed.com/rc/clk?jk=d62bfbc7a809f4a9&fccid=ce49fb2f9817d26b&vjs=3,2018-06-02,General Labor,Team Member,Retail
6551,Nova Catering,"Commerce City, CO",http://www.indeed.com/company/Nova-Catering/jobs/Office-Manager-c85f421e5e03bdff?fccid=0a92f073c115a639&vjs=3,2018-06-02,General Labor,Office Manager,Admin and Office
6552,Egg & I,"Longmont, CO 80501",http://www.indeed.com/company/Egg-&-I/jobs/Kitchen-Manager-f44209cfc8461d0e?fccid=fabb7a8db7403651&vjs=3,2018-06-02,General Labor,"Kitchen manager, line cook",Restaurant/Bar
6553,"Bullshark, Inc. DBA Jason's Deli","Greenwood Village, CO 80111",http://www.indeed.com/rc/clk?jk=941f395659037886&fccid=36e3f368d4098415&vjs=3,2018-06-02,General Labor,Busser/Dishwasher,Restaurant/Bar
6554,"Marriott International, Inc","Denver, CO",http://www.indeed.com/rc/clk?jk=39e8aeae6f876b35&fccid=d47acb5b5596d9e4&vjs=3,2018-06-02,General Labor,Luggage Attendant/In Room Dining Server,Restaurant/Bar
6555,"Dairy Queen | Win Hof, Ltd DQ","Highlands Ranch, CO 80126",http://www.indeed.com/rc/clk?jk=e531b71242f433d7&fccid=906a1fa2db7cdc20&vjs=3,2018-06-02,General Labor,Front Counter Crew Member,Restaurant/Bar
6556,Helga's German Restaurant,"Aurora, CO 80012 (Utah Park area)",http://www.indeed.com/company/Helga's/jobs/Prep-Cook-Line-Cook-b96904855aeb1c6e?fccid=5d06a0d571b209a2&vjs=3,2018-06-02,General Labor,Prep Cook/Line Cook,Customer Service
6557,Sage Hospitality Resources,"Denver, CO",http://www.indeed.com/rc/clk?jk=c68caf2c76cd6256&fccid=0909330e325c261b&vjs=3,2018-06-02,General Labor,Food and Beverage Attendant,Restaurant/Bar
6558,The Coca-Cola Company,"Denver, CO 80012 (Utah Park area)",http://www.indeed.com/rc/clk?jk=69cda2f0e819d9a7&fccid=681e47a680e081c9&vjs=3,2018-06-02,General Labor,Sales Executive Denver,Sales/Account Management
6559,Sprouts Farmers Market,"Denver, CO",http://www.indeed.com/rc/clk?jk=812da2dbf990bc12&fccid=c00080451b047b86&vjs=3,2018-06-02,General Labor,Cashier,Retail
6560,MorningStar Assisted Living and Memory Care,"Boulder, CO 80305 (Central Boulder area)",http://www.indeed.com/company/MorningStar-Senior-Living-of-Boulder/jobs/Cook-Prep-Cook-cf2f70cb27bcd451?fccid=8ac04c41953a8811&vjs=3,2018-06-02,General Labor,Cook/Prep Cook,Customer Service
6561,Sample Supports LLC,"Longmont, CO 80501",http://www.indeed.com/rc/clk?jk=72e1b7a646d678d5&fccid=34c5334b1e734fc7&vjs=3,2018-06-02,General Labor,Server for Samples Restaurant (Featured on the Food Network!),Restaurant/Bar
6562,Beaver Meadows Resort Ranch,"Red Feather Lakes, CO 80545",http://www.indeed.com/company/Beaver-Meadows-Resort-Ranch/jobs/Line-Cook-Prep-Cook-f0e5ad51972b494e?fccid=3b7be66c6b742990&vjs=3,2018-06-02,General Labor,Line Cook and Prep Cook,Customer Service
6563,Four Seasons,"Denver, CO",http://www.indeed.com/rc/clk?jk=46a0afa3bbe6ad71&fccid=9474516a9efc22f2&vjs=3,2018-06-02,General Labor,Catering Administrative Assistant,Admin and Office
6564,MorningStar Assisted Living and Memory Care,"Boulder, CO 80305 (Central Boulder area)",http://www.indeed.com/company/MorningStar-Senior-Living-of-Boulder/jobs/Dining-Room-Server-128e7e695a07605a?fccid=8ac04c41953a8811&vjs=3,2018-06-02,General Labor,Dining Room Server,Restaurant/Bar
6565,Blackbird Public House,"Denver, CO",http://www.indeed.com/company/Blackbird-Public-House/jobs/Line-Cook-Prep-Cook-376020d4868cf654?fccid=acc82b3dad94da65&vjs=3,2018-06-02,General Labor,Line Cook/Prep Cook,Customer Service
6566,Hotel Indigo Denver Downtown,"Denver, CO 80202 (Lodo area)",http://www.indeed.com/rc/clk?jk=576a39e0d01adad6&fccid=b67beef85c7b5389&vjs=3,2018-06-03,General Labor,Night Auditor,Accounting/Finance
6567,"Fox & Hound Sports Tavern | Fun Eats and Drinks, L...","Colorado Springs, CO 80922 (Powers area)",http://www.indeed.com/rc/clk?jk=97d38b1101d5de95&fccid=41ae6faf11ae4bce&vjs=3,2018-06-03,General Labor,Dishwasher,Restaurant/Bar
6568,Concord Hospitality,"Lakewood, CO 80226",http://www.indeed.com/rc/clk?jk=65bcf545db2b4994&fccid=f840d15609ce6736&vjs=3,2018-06-03,General Labor,Hotel Bartender,Restaurant/Bar
6569,7-Eleven,"Greeley, CO",http://www.indeed.com/rc/clk?jk=387d54f50aa9c7c7&fccid=e22ec123cbb88199&vjs=3,2018-06-03,General Labor,"Store Manager#1937 ( Greeley, CO)",Retail
6570,Vail Resorts,"Vail, CO 81657",http://www.indeed.com/rc/clk?jk=d4c389cf15185ebf&fccid=af95ff2f9c48b702&vjs=3,2018-06-03,General Labor,Bartender Vail Marriott,Restaurant/Bar
6571,Charles Schwab,"Lone Tree, CO 80124",http://www.indeed.com/rc/clk?jk=0da2e3610ff8a824&fccid=3c74eafe288fc8ca&vjs=3,2018-06-03,General Labor,Regional Investment Consultant DCIO,Other
6572,On The Border Mexican Grill and Cantina,"Aurora, CO 80016",http://www.indeed.com/rc/clk?jk=2fe513015a62e747&fccid=228b155bc98a1579&vjs=3,2018-06-03,General Labor,Restaurant Server,Restaurant/Bar
6573,Sprouts Farmers Market,"Lone Tree, CO 80124",http://www.indeed.com/rc/clk?jk=7d9e54064a41dbd4&fccid=c00080451b047b86&vjs=3,2018-06-03,General Labor,Assistant Deli Manager,Manager
6574,Popeye's Louisiana Kitchen | HZ Ops Holdings Inc,"Colorado Springs, CO 80918 (Powers area)",http://www.indeed.com/rc/clk?jk=41e451ee04f5042a&fccid=70c52e30fef42050&vjs=3,2018-06-03,General Labor,Assistant Manager-Restaurant,Restaurant/Bar
6575,El Paso County,"Colorado Springs, CO",http://www.indeed.com/rc/clk?jk=3f3f8a81b2fe25c9&fccid=579c292f0673ce95&vjs=3,2018-05-23,General Labor,Maintenance Worker I- Bridge Deck Crew,Maintenance
6576,Citywide Staffing,"Denver, CO",http://www.indeed.com/company/Citywide-Staffing/jobs/Ornamental-Order-Puller-Showroom-409c3a00ce9bb5c9?fccid=92613ff2de62416e&vjs=3,2018-05-26,General Labor,Ornamental-Order Puller-Showroom- 8am,Other
